1	0.0158	2	0.0183	-70
6	0.00438	7	0.00392	-69
5	0.00534	-69	0.00272	-69
4	0.00566	-69	0.002	-69
3	0.03006	-69	0.02158	-69
8	0.03714	9	0.03772	-68
-69	0.07295	-68	0.06444	-69
12	0.0088	13	0.02161	-68
11	0.03336	-68	0.00724	-68
10	0.04828	-68	0.00852	-68
14	0.13216	15	0.04374	-67
-68	0.05303	-67	0.01051	-68
-69	0.02055	-68	0.00638	-69
20	0.00722	21	0.01006	-68
19	0.02573	-68	0.01924	-68
18	0.10672	-68	0.0558	-68
17	0.13676	-68	0.01409	-68
16	0.09073	-68	0.02839	-68
-69	0.03318	-68	0.0257	-69
-70	0.11834	-69	0.03174	-70
0	0.18333	-70	0.06393	-70
22	0.10288	23	0.16572	-69
-69	0.02907	24	0.14296	-69
25	0.07166	26	0.09777	-68
-69	0.01071	-68	0.03339	-69
28	0.02336	29	0.02687	-68
30	0.02598	31	0.02841	-67
-68	0.01584	-67	0.00782	-68
27	0.09236	-68	0.05834	-68
-69	0.02329	-68	0.02136	-69
34	0.0498	35	0.05482	-68
36	0.04891	37	0.03419	-67
-67	0.01204	38	0.06976	-67
-68	0.01434	-67	0.00813	-68
33	0.09734	-68	0.03825	-68
41	0.05885	42	0.03876	-67
40	0.13428	-67	0.01057	-67
39	0.05527	-67	0.02924	-67
43	0.03545	44	0.03879	-66
-67	0.03811	-66	0.10428	-67
-68	0.04033	-67	0.01899	-68
46	0.01559	47	0.01128	-67
50	0.02666	51	0.05074	-66
49	0.07137	-66	0.03864	-66
48	0.07483	-66	0.01933	-66
-67	0.04844	-66	0.02769	-67
45	0.08156	-67	0.03046	-67
52	0.16255	53	0.14732	-66
-67	0.02924	-66	0.02042	-67
-68	0.05828	-67	0.01928	-68
54	0.0252	55	0.02123	-67
-67	0.00881	56	0.02439	-67
58	0.04516	59	0.09911	-66
57	0.1008	-66	0.08177	-66
-67	0.09088	-66	0.03154	-67
-68	0.03347	-67	0.04402	-68
32	0.13132	-68	0.00568	-68
-69	0.03361	-68	0.02298	-69
61	0.04124	62	0.03043	-68
64	0.02409	65	0.03566	-67
66	0.03387	67	0.04886	-66
-67	0.02708	-66	0.03363	-67
63	0.07841	-67	0.0464	-67
69	0.05807	70	0.07528	-66
68	0.0607	-66	0.05537	-66
-67	0.01732	-66	0.0213	-67
71	0.01554	72	0.03213	-66
-67	0.01261	-66	0.09078	-67
-68	0.07867	-67	0.02198	-68
60	0.06272	-68	0.02365	-68
-68	0.01531	73	0.11144	-68
-69	0.02227	-68	0.07281	-69
-70	0.02374	-69	0.01178	-70
75	0.0533	76	0.0745	-69
74	0.11701	-69	0.04608	-69
-70	0.02539	-69	0.01254	-70
79	0.00761	80	0.01817	-69
78	0.04786	-69	0.01715	-69
-69	0.01064	81	0.0465	-69
77	0.03484	-69	0.02034	-69
82	0.05667	83	0.05004	-68
-68	0.02169	84	0.08206	-68
-69	0.00977	-68	0.00363	-69
-70	0.02051	-69	0.21354	-70
86	0.01669	87	0.00194	-69
89	0.0043	90	0.0059	-68
88	0.01737	-68	0.00762	-68
91	0.0271	92	0.00796	-67
-67	0.00336	93	0.00355	-67
-68	0.00433	-67	0.00477	-68
95	0.00665	96	0.01028	-67
94	0.00931	-67	0.00359	-67
97	0.01344	98	0.01996	-66
-66	0.00016	99	0.00186	-66
-67	0.00275	-66	0.02024	-67
-68	0.00461	-67	0.00944	-68
-68	0.00053	100	0.01325	-68
101	0.00015	102	0.00971	-67
-68	0.00377	-67	0.01912	-68
103	0.01057	104	0.01298	-67
-67	0.01394	105	0.0104	-67
-67	0.00519	106	0.01248	-67
-68	0.00743	-67	0.01364	-68
108	0.00946	109	0.00665	-67
110	0.01264	111	0.00896	-66
-67	0.00182	-66	0.00203	-67
107	0.00375	-67	0.01617	-67
112	0.02124	113	0.01293	-66
114	0.01862	115	0.03341	-65
-66	0.00324	-65	0.00535	-66
117	0.00128	118	0.00951	-65
-65	0.00605	119	0.01055	-65
116	0.00797	-65	0.01635	-65
120	0.00948	121	0.00927	-64
-65	0.00402	-64	0.00576	-65
-66	0.00365	-65	0.01833	-66
122	0.01636	123	0.01701	-65
124	0.00503	125	0.01654	-64
126	0.00088	127	0.00463	-63
-64	0.01381	-63	0.01826	-64
-65	0.0217	-64	0.00403	-65
-66	0.00246	-65	0.0041	-66
-67	0.02264	-66	0.02043	-67
-68	0.0094	-67	0.00817	-68
-69	0.01177	-68	0.0193	-69
-69	0.00224	128	0.02336	-69
129	0.00755	130	0.00433	-68
-69	0.02432	-68	0.0081	-69
-69	0.01543	131	0.00967	-69
85	0.02251	-69	0.05062	-69
133	0.01843	134	0.00946	-68
135	0.01947	136	0.01359	-67
-68	0.00268	-67	0.00282	-68
132	0.01824	-68	0.01219	-68
140	0.01934	141	0.00551	-67
139	0.01764	-67	0.00334	-67
138	0.01157	-67	0.00096	-67
137	0.00307	-67	0.00826	-67
142	0.02276	143	0.01656	-66
-66	0.005	144	0.01038	-66
146	0.02664	147	0.00341	-65
145	0.01692	-65	0.01139	-65
-66	0.02775	-65	0.00637	-66
148	0.01736	149	0.01919	-65
-66	0.00435	-65	0.01177	-66
-67	0.00827	-66	0.03507	-67
-68	0.01175	-67	0.02357	-68
150	0.01381	151	0.00242	-67
152	0.00014	153	0.00014	-66
-67	0.00573	-66	0.02037	-67
156	0.05212	157	0.01647	-66
155	0.05247	-66	0.00184	-66
