#OTU_IDs	16S_rRNA_Count
81969	2.0
120952	6.0
4302401	2.0
827407	3.0
4302403	4.0
2584634	1.0
830889	2.0
826758	4.0
826757	1.0
826753	2.0
252937	2.0
2963714	2.0
48425	4.0
252938	3.0
557031	1.0
557032	2.0
557033	2.0
216309	2.0
4414090	3.0
4323981	2.0
4462541	3.0
2714175	1.0
104145	4.0
169106	4.0
4445963	2.0
3699549	2.0
1959841	2.0
2177646	3.0
178263	2.0
3875675	3.0
534672	2.0
104142	9.0
140856	5.0
2535007	1.0
3067326	2.0
540086	8.0
930422	4.0
938232	5.0
548650	3.0
1840264	2.0
548654	3.0
548655	2.0
185234	3.0
4357275	4.0
673285	3.0
4357277	6.0
312364	4.0
334323	5.0
1144543	2.0
4477468	2.0
1144548	2.0
4477466	2.0
4355695	3.0
4477462	2.0
4354562	4.0
1147012	2.0
350349	6.0
350341	4.0
4423327	2.0
291508	6.0
291505	3.0
164228	3.0
1060474	3.0
503406	7.0
245248	7.0
4458264	3.0
4458262	5.0
698296	2.0
245245	2.0
355277	5.0
355275	10.0
777594	5.0
220149	6.0
735559	3.0
134665	4.0
4353032	3.0
3574065	2.0
116923	5.0
4353038	3.0
565944	4.0
565946	5.0
2473353	8.0
2106896	8.0
817725	2.0
3297345	2.0
817729	4.0
668303	6.0
340797	2.0
53994	3.0
259266	3.0
1143661	5.0
259263	1.0
581796	1.0
734206	3.0
2598708	2.0
227491	3.0
776643	1.0
166225	6.0
166226	4.0
193551	6.0
260653	3.0
260655	1.0
260654	2.0
517030	6.0
278860	3.0
520273	7.0
16340	1.0
579159	4.0
3827114	3.0
61822	5.0
571700	1.0
271906	4.0
909252	2.0
759818	3.0
759816	5.0
537762	2.0
3041665	5.0
107461	2.0
3041662	3.0
537765	2.0
997890	1.0
658253	1.0
436168	3.0
4094263	5.0
3735158	3.0
4382387	7.0
112337	2.0
1818	2.0
1819	2.0
586226	3.0
1142534	3.0
586223	2.0
271403	3.0
1145083	4.0
1145081	8.0
333686	3.0
760601	5.0
1104929	2.0
902998	2.0
464939	2.0
636845	3.0
804850	2.0
804853	3.0
331262	2.0
339050	3.0
339053	3.0
339055	1.0
194830	3.0
812082	3.0
147439	8.0
332556	10.0
332557	4.0
111810	2.0
194839	3.0
675613	2.0
814406	2.0
814402	2.0
814401	4.0
644682	3.0
1128107	2.0
4305695	4.0
4305696	4.0
590533	2.0
185240	1.0
4305691	5.0
4305693	4.0
648849	2.0
1100123	2.0
725198	5.0
263535	3.0
156741	3.0
263538	2.0
4402254	4.0
4347827	2.0
144161	4.0
4347829	5.0
4347828	2.0
4454498	5.0
4299608	3.0
4454497	2.0
4454496	3.0
335024	1.0
1121836	5.0
148878	1.0
4369142	1.0
182735	3.0
4369140	3.0
588360	5.0
2228102	3.0
588363	3.0
2532575	1.0
588367	2.0
180398	2.0
276674	3.0
180397	3.0
276679	4.0
180390	7.0
4331009	2.0
336539	2.0
2841529	2.0
234350	2.0
1122588	4.0
741213	3.0
550440	3.0
553939	1.0
553938	8.0
553937	3.0
553932	1.0
592393	2.0
138676	1.0
552492	1.0
4334596	2.0
4451971	7.0
536000	3.0
536001	1.0
104105	4.0
536008	2.0
362710	1.0
193209	1.0
588391	4.0
270094	5.0
270098	4.0
328295	2.0
328298	7.0
859157	2.0
2387758	2.0
4469374	1.0
613703	2.0
613702	2.0
1673942	2.0
1120568	2.0
2874058	10.0
791973	10.0
4359362	2.0
4462039	2.0
136959	2.0
3506234	4.0
727102	1.0
914235	3.0
557130	3.0
557132	2.0
557137	3.0
557138	6.0
70966	5.0
516890	3.0
702817	2.0
183606	3.0
148875	2.0
237889	4.0
237886	2.0
237887	3.0
548324	3.0
4389210	3.0
4328793	3.0
313351	2.0
4444546	2.0
4444545	1.0
4444543	2.0
4360253	1.0
2324042	3.0
4368063	4.0
634117	1.0
634119	3.0
71654	2.0
4385841	2.0
828884	4.0
828885	2.0
828880	2.0
238538	10.0
4428224	5.0
1126322	6.0
1841000	2.0
1085522	3.0
2068329	3.0
180552	4.0
516422	3.0
378739	2.0
573087	3.0
320675	2.0
1111643	2.0
4424852	2.0
4424853	2.0
4424850	2.0
4470612	6.0
3269889	4.0
694833	1.0
1111647	2.0
1125670	2.0
97060	2.0
4470837	10.0
639435	2.0
4321810	1.0
7821	3.0
119955	4.0
119951	3.0
235812	2.0
4052052	12.0
4324368	7.0
247518	2.0
4324364	3.0
49637	3.0
4324360	2.0
538989	3.0
818234	2.0
829702	9.0
818239	3.0
821139	3.0
813508	3.0
1104490	2.0
820668	10.0
1957	3.0
1956	3.0
1951	3.0
293801	4.0
1952	5.0
160327	2.0
4060645	6.0
4378770	2.0
160321	2.0
719335	2.0
719338	2.0
356336	3.0
518686	5.0
77007	3.0
1071670	2.0
840576	1.0
163433	3.0
178387	4.0
163430	2.0
4213913	2.0
4370545	2.0
907765	3.0
4213918	4.0
651165	3.0
4325019	2.0
143734	3.0
143739	5.0
48583	4.0
587045	5.0
549805	2.0
549802	3.0
148858	3.0
4355559	2.0
4355556	2.0
4355557	2.0
4355554	2.0
4355555	2.0
148852	4.0
4355550	1.0
1910537	2.0
256677	5.0
256678	3.0
927402	5.0
290570	4.0
519799	4.0
519798	2.0
682918	2.0
161491	1.0
161490	3.0
1141520	2.0
1141523	3.0
356445	2.0
356448	4.0
242076	2.0
242070	6.0
303161	5.0
303165	3.0
303164	4.0
856853	3.0
303169	1.0
803616	3.0
2108904	5.0
4319591	2.0
4478282	1.0
4478280	2.0
673363	3.0
673360	4.0
3400355	9.0
714461	5.0
918661	3.0
32461	2.0
564976	2.0
3015108	2.0
554431	2.0
2742255	3.0
788205	9.0
757981	3.0
2060369	3.0
4299526	3.0
4299527	3.0
4299529	3.0
3865580	2.0
222074	1.0
647678	3.0
26459	3.0
26452	4.0
190984	6.0
165491	2.0
165490	3.0
4437290	1.0
4435455	3.0
253909	1.0
253908	3.0
617279	9.0
617271	6.0
253902	3.0
253907	2.0
261409	1.0
4103317	5.0
261402	3.0
261405	7.0
4475362	2.0
4475363	2.0
572353	5.0
4475364	8.0
4322902	2.0
572359	3.0
3994093	2.0
1706096	4.0
806731	4.0
3346458	6.0
761857	2.0
806735	1.0
530379	4.0
1107773	2.0
1107771	1.0
530374	6.0
518389	1.0
817082	4.0
581056	1.0
104691	2.0
536793	3.0
104694	1.0
536796	2.0
535268	2.0
4344099	2.0
105561	2.0
4398174	2.0
701620	3.0
260752	1.0
260753	4.0
309770	2.0
1105958	3.0
301549	1.0
301548	4.0
301544	3.0
301547	4.0
4343627	5.0
513989	3.0
274713	3.0
274717	2.0
4349343	2.0
2263183	8.0
2263184	5.0
2263186	6.0
4392866	2.0
929839	3.0
3123910	2.0
929836	3.0
4372399	2.0
107581	1.0
828844	1.0
1106427	4.0
537686	2.0
583056	4.0
4168537	2.0
902903	3.0
295427	4.0
102030	2.0
264123	6.0
15637	2.0
583051	2.0
1146213	1.0
269063	3.0
24034	1.0
302013	5.0
271290	3.0
269068	3.0
271297	3.0
2565175	2.0
71580	3.0
4426877	4.0
4468333	10.0
4468332	5.0
4468331	2.0
4304848	4.0
3394073	7.0
4415874	3.0
275045	4.0
4415873	1.0
298770	5.0
298776	2.0
913849	2.0
157379	2.0
157377	5.0
157376	4.0
263473	5.0
4418165	2.0
4418164	2.0
4418161	3.0
3212822	3.0
4418163	3.0
263479	3.0
941639	2.0
361178	2.0
941630	3.0
642978	1.0
941632	3.0
361170	3.0
1902910	2.0
234239	1.0
268334	2.0
109787	4.0
234236	2.0
750895	2.0
3289239	5.0
720750	2.0
2265722	2.0
299428	4.0
4334814	2.0
299422	2.0
299426	3.0
403497	4.0
183748	4.0
176555	4.0
180216	3.0
188029	3.0
188023	1.0
559046	1.0
1694797	2.0
2676455	3.0
813649	3.0
300418	1.0
741397	1.0
4455887	4.0
4455886	7.0
316925	4.0
316924	5.0
552544	5.0
4361164	3.0
4450903	6.0
4371288	3.0
4399127	2.0
4399124	2.0
4431922	5.0
325254	4.0
286499	2.0
797560	5.0
231310	6.0
558797	6.0
559936	4.0
247284	8.0
128347	3.0
184821	6.0
4387971	5.0
555013	2.0
555017	4.0
818331	2.0
206415	3.0
4406477	2.0
818339	3.0
353017	6.0
4398292	2.0
692973	4.0
4418995	1.0
4418996	2.0
4418992	2.0
321059	4.0
321058	2.0
280438	5.0
321054	4.0
321056	4.0
771629	2.0
1046054	4.0
207023	2.0
207022	5.0
1005995	2.0
4435338	3.0
175373	3.0
4426961	3.0
175371	1.0
4426963	3.0
175377	4.0
4426965	3.0
2447431	2.0
704333	2.0
300945	4.0
823009	2.0
575589	2.0
823000	3.0
823004	2.0
178547	3.0
178631	3.0
4419647	9.0
4384712	2.0
621322	3.0
237920	3.0
831709	1.0
1130883	2.0
4429430	3.0
548280	2.0
4432642	2.0
4433999	2.0
4433998	2.0
822354	3.0
1125638	2.0
585170	2.0
822358	4.0
4436815	1.0
44827	2.0
638186	1.0
834289	2.0
834280	2.0
834284	3.0
213078	2.0
786116	3.0
201683	9.0
201687	2.0
1111050	2.0
843569	6.0
3757681	3.0
573320	2.0
1902299	2.0
573326	4.0
573327	2.0
186011	3.0
4327772	1.0
4327777	5.0
4327775	4.0
4327779	2.0
244149	2.0
832426	2.0
238388	6.0
539978	2.0
150787	3.0
305464	3.0
153255	3.0
153253	10.0
1142965	2.0
1142962	3.0
1109328	2.0
1733364	5.0
112804	1.0
1028553	2.0
278416	2.0
278417	7.0
278413	3.0
323024	2.0
323025	2.0
323020	6.0
2215097	3.0
162623	1.0
214682	5.0
4470885	2.0
510532	2.0
510535	3.0
293990	4.0
4110167	3.0
4404440	2.0
198085	4.0
214684	4.0
184925	3.0
4449106	3.0
4022287	1.0
895653	7.0
611597	6.0
152125	4.0
152124	4.0
152126	4.0
2317621	2.0
1135581	8.0
149604	3.0
1032415	2.0
149607	2.0
1021456	2.0
4300121	3.0
574585	3.0
112805	2.0
814832	6.0
243263	1.0
814839	2.0
302157	5.0
302156	3.0
24335	2.0
899404	5.0
793163	5.0
187623	5.0
264451	5.0
264453	2.0
264455	4.0
264456	3.0
4325199	6.0
4325198	3.0
3684834	1.0
263106	4.0
263107	1.0
263104	3.0
263102	3.0
192818	6.0
533362	2.0
533367	3.0
1136054	1.0
4353588	2.0
4377709	3.0
4301659	2.0
4377703	4.0
4377704	4.0
750307	1.0
2771899	4.0
93707	3.0
197364	3.0
2771891	4.0
197367	5.0
197361	4.0
49674	2.0
1118758	2.0
303283	4.0
792693	2.0
3341679	1.0
1118757	2.0
4320011	6.0
725238	2.0
4478125	4.0
573890	3.0
616465	3.0
1701	2.0
1816268	1.0
2502173	1.0
573896	1.0
3086237	2.0
573898	2.0
4454043	6.0
105887	10.0
206486	2.0
266422	1.0
425635	6.0
509085	2.0
550013	1.0
550017	3.0
1119406	4.0
4450296	4.0
757820	2.0
196017	6.0
757825	1.0
748553	3.0
179604	7.0
536459	3.0
104558	4.0
922095	4.0
104551	6.0
4391811	5.0
4391810	3.0
4391816	2.0
2600034	2.0
2600035	3.0
180577	1.0
563153	2.0
2383795	1.0
723577	3.0
554203	2.0
179608	4.0
81414	3.0
342113	5.0
174930	4.0
342110	1.0
2109652	1.0
536185	5.0
1107637	2.0
1107633	3.0
1107631	2.0
4451523	3.0
732637	1.0
4301518	3.0
2090798	3.0
14027	1.0
265197	2.0
694641	1.0
808837	3.0
113245	2.0
4416807	2.0
4416808	2.0
4416809	2.0
232312	3.0
186332	1.0
232319	2.0
626175	2.0
186338	3.0
3905299	2.0
568898	3.0
1568260	3.0
1568267	3.0
1568266	3.0
1568264	3.0
1568269	3.0
568893	2.0
568895	2.0
274697	3.0
1024352	4.0
274691	2.0
38733	2.0
4351616	3.0
4258048	3.0
514640	4.0
1121436	1.0
202410	3.0
576564	4.0
1106588	2.0
1106586	2.0
40101	4.0
40104	1.0
1106583	4.0
346316	4.0
346311	4.0
1116742	3.0
339293	3.0
339294	4.0
3208143	3.0
2994817	12.0
4345489	7.0
2994818	2.0
233046	3.0
1145241	5.0
4452073	3.0
4452072	3.0
511916	4.0
4466432	3.0
39463	6.0
4350566	5.0
4350562	9.0
268513	4.0
183467	3.0
173099	3.0
183460	6.0
523194	4.0
523196	2.0
183469	3.0
4449661	4.0
338525	2.0
4436545	2.0
4464495	3.0
4311417	3.0
2870454	3.0
1115099	3.0
774798	2.0
500211	2.0
100791	1.0
192749	5.0
100793	2.0
646030	2.0
701947	2.0
100796	4.0
201331	2.0
342947	3.0
201335	2.0
317958	1.0
562002	7.0
201339	1.0
3972074	3.0
562008	2.0
3972070	4.0
4341485	4.0
4341484	2.0
553535	2.0
324009	2.0
324008	1.0
852218	2.0
287646	4.0
287645	1.0
1130189	5.0
369807	2.0
825355	2.0
687688	2.0
755091	1.0
687686	6.0
832156	10.0
549695	2.0
1118235	2.0
13880	5.0
218000	5.0
715700	2.0
218005	2.0
254205	4.0
552665	3.0
112826	2.0
240267	2.0
821508	1.0
240268	3.0
439437	3.0
1048194	3.0
4138911	1.0
325353	3.0
286514	3.0
277789	10.0
277785	1.0
453994	3.0
277783	3.0
805469	7.0
4443068	3.0
320207	4.0
679689	2.0
328059	4.0
510880	4.0
328057	3.0
3864823	5.0
176760	3.0
219354	2.0
219355	3.0
583880	2.0
219351	2.0
583889	2.0
255153	2.0
742587	3.0
4448565	8.0
4448566	5.0
4029584	5.0
4423706	2.0
4423701	3.0
4326998	3.0
4418811	3.0
4418810	4.0
1117069	3.0
692839	2.0
804735	3.0
622738	2.0
416043	3.0
944063	5.0
175237	3.0
175234	2.0
175232	6.0
1639772	6.0
1639773	2.0
1639770	2.0
1639771	2.0
1639776	2.0
1639777	2.0
1639775	2.0
192389	1.0
174184	4.0
111138	3.0
111131	2.0
111130	4.0
111136	4.0
111135	4.0
361862	2.0
542714	10.0
361864	6.0
542710	7.0
110660	4.0
533002	2.0
533660	2.0
127309	5.0
832983	5.0
4198576	5.0
262527	3.0
262526	4.0
1144262	2.0
304270	2.0
882681	3.0
2979771	3.0
319351	5.0
319353	3.0
319354	5.0
2971161	3.0
805654	1.0
306695	3.0
7425	3.0
4321410	5.0
2819697	2.0
560955	2.0
731639	2.0
807411	3.0
2734975	2.0
2734973	3.0
807415	2.0
807416	7.0
3645621	4.0
2052087	2.0
835297	2.0
835293	3.0
835291	2.0
532759	3.0
821166	2.0
4092730	1.0
532752	7.0
1137245	1.0
48373	3.0
4479504	2.0
4240796	3.0
833636	1.0
833632	1.0
786099	2.0
1608751	3.0
318007	3.0
206296	3.0
150425	3.0
260198	3.0
874462	3.0
158211	1.0
158210	6.0
158215	6.0
158217	4.0
765092	2.0
4456710	2.0
4456716	3.0
3042083	2.0
4405613	3.0
341142	3.0
4405615	2.0
4405614	3.0
730945	2.0
349798	4.0
199654	2.0
2512064	3.0
799433	8.0
250886	2.0
804388	2.0
354236	2.0
211191	5.0
260387	3.0
300036	1.0
1091635	3.0
178342	4.0
300038	2.0
4484270	2.0
1090580	3.0
4308259	2.0
677590	2.0
186030	3.0
775857	5.0
4315338	3.0
4457448	2.0
4315336	3.0
1129474	2.0
578342	2.0
265600	1.0
308136	4.0
608710	5.0
659695	2.0
99664	2.0
4296217	1.0
4296216	1.0
708861	1.0
4296218	4.0
29328	3.0
565473	2.0
565472	9.0
950724	3.0
194772	2.0
194770	3.0
194774	4.0
187782	6.0
187780	3.0
187784	3.0
560186	1.0
288138	4.0
560183	4.0
560181	2.0
1128704	2.0
136736	3.0
1128701	8.0
162736	3.0
4350013	5.0
1108088	2.0
162730	2.0
642521	2.0
642522	2.0
642525	5.0
206887	1.0
645	3.0
4477340	2.0
4477341	2.0
813217	1.0
813216	6.0
309939	5.0
3138798	5.0
681942	3.0
579008	3.0
299877	3.0
299875	4.0
299873	2.0
2725869	2.0
299879	5.0
1130173	6.0
308164	2.0
142033	3.0
4430602	1.0
1136953	3.0
327639	1.0
562121	2.0
562126	4.0
1136950	10.0
562129	2.0
327635	4.0
1829556	3.0
4324315	6.0
399640	1.0
224877	3.0
4354640	2.0
351773	5.0
3145693	2.0
2319974	3.0
509120	1.0
509124	2.0
696544	1.0
196191	4.0
196194	4.0
344879	3.0
780788	2.0
829773	6.0
532139	3.0
2053922	2.0
2053923	2.0
2053920	2.0
2053921	2.0
4431558	4.0
337379	4.0
297086	3.0
297087	2.0
337278	4.0
3412052	2.0
295822	2.0
295824	4.0
295826	5.0
295828	4.0
2084364	7.0
4396870	2.0
812996	2.0
812994	2.0
583714	3.0
342090	3.0
342096	4.0
827942	2.0
2605832	3.0
159872	3.0
291666	3.0
159870	3.0
159877	2.0
2454305	1.0
4305914	1.0
180881	3.0
694561	4.0
3740936	1.0
1978955	6.0
252345	2.0
797608	3.0
768535	4.0
271054	2.0
1104449	5.0
1141567	6.0
1061192	2.0
356407	1.0
307934	12.0
4074070	4.0
4322459	4.0
1147170	2.0
4322450	2.0
4322453	7.0
4336809	2.0
3931054	6.0
208997	1.0
4336802	3.0
3834453	5.0
226802	3.0
226803	2.0
226806	1.0
511891	1.0
272504	3.0
700971	6.0
700970	4.0
272509	2.0
326301	5.0
326308	3.0
2237133	2.0
142883	3.0
815657	3.0
815656	4.0
374897	1.0
590073	5.0
815658	2.0
3847437	2.0
1110893	3.0
1110891	3.0
1134828	2.0
1134826	2.0
822786	1.0
967148	3.0
935742	4.0
822789	5.0
171772	3.0
171777	4.0
525676	2.0
4295399	2.0
835504	2.0
835501	1.0
968879	3.0
968873	4.0
661022	2.0
661024	2.0
646174	3.0
716354	2.0
4332009	1.0
4332000	6.0
155317	2.0
260788	6.0
4714	4.0
4312168	2.0
172484	3.0
524785	3.0
287560	3.0
249641	1.0
4312167	4.0
4426725	2.0
2562435	3.0
2462226	7.0
2462222	2.0
323477	3.0
212995	3.0
212994	5.0
323473	3.0
277067	3.0
277068	3.0
4479190	2.0
310171	4.0
310175	3.0
310178	4.0
4315090	2.0
101565	3.0
688231	2.0
1130232	2.0
1131545	3.0
237760	4.0
248117	4.0
248112	3.0
522959	4.0
355097	3.0
544035	3.0
544033	3.0
510965	4.0
415279	3.0
655812	5.0
176480	3.0
1139779	4.0
1986324	4.0
4340420	2.0
264825	2.0
264823	3.0
1132898	2.0
587592	2.0
1132891	3.0
587598	2.0
4462378	3.0
567055	2.0
570520	2.0
559200	2.0
111077	3.0
243690	2.0
545349	1.0
119242	3.0
288489	6.0
288487	4.0
3268656	2.0
4080002	2.0
4080001	2.0
829814	3.0
4459820	1.0
829812	2.0
542561	2.0
4478575	2.0
540274	5.0
4478573	1.0
548041	2.0
548040	2.0
3666114	3.0
4310796	3.0
3666116	1.0
1042850	5.0
312550	3.0
1042858	2.0
4346215	4.0
324796	3.0
4346214	4.0
369022	3.0
2925621	4.0
2925620	4.0
542699	3.0
542690	3.0
2548741	3.0
840374	5.0
193919	1.0
549310	3.0
258389	4.0
549319	2.0
195997	1.0
220774	2.0
262280	4.0
4301121	4.0
262286	4.0
195998	4.0
149891	3.0
149895	3.0
306558	1.0
149899	3.0
306555	4.0
51211	8.0
1146157	2.0
1146150	3.0
4475092	3.0
1146158	5.0
340176	1.0
340170	1.0
348362	1.0
2088021	3.0
4450646	3.0
4450647	3.0
4450648	3.0
1098922	2.0
4451116	5.0
2740140	2.0
2740143	2.0
297719	3.0
210165	1.0
956626	3.0
956625	3.0
193763	6.0
259034	1.0
259033	4.0
193769	1.0
97300	2.0
97301	3.0
227202	2.0
579366	2.0
4316726	3.0
566684	2.0
4316720	4.0
4316722	2.0
4329309	1.0
4352772	6.0
4483883	2.0
4483889	6.0
4382	2.0
98879	7.0
808401	2.0
808407	5.0
3540195	2.0
2638959	3.0
192415	1.0
192419	3.0
4298480	10.0
108706	6.0
168276	2.0
269392	10.0
4312689	4.0
2847581	2.0
581019	2.0
567556	5.0
567553	3.0
717207	2.0
4482754	5.0
4482757	3.0
679278	7.0
4350193	2.0
757429	3.0
1143540	2.0
529789	1.0
339642	3.0
529782	2.0
529786	2.0
216781	10.0
331099	6.0
331093	2.0
795955	3.0
4311843	7.0
147686	3.0
147685	3.0
147681	3.0
4301491	10.0
511562	8.0
511564	3.0
511565	4.0
644016	7.0
644018	5.0
560027	3.0
1850141	2.0
675744	2.0
792450	4.0
1040109	1.0
4331629	6.0
105813	4.0
4461415	4.0
338116	2.0
301589	10.0
338111	5.0
3148427	1.0
1112347	1.0
144335	5.0
301722	4.0
144333	6.0
144331	3.0
1105914	4.0
273162	3.0
273164	3.0
1105915	1.0
275098	3.0
130864	4.0
182583	3.0
182588	1.0
610433	2.0
334761	3.0
652375	2.0
334763	5.0
816010	8.0
327776	5.0
163239	1.0
768911	2.0
514049	2.0
514040	5.0
514041	3.0
2571648	2.0
514045	3.0
2850551	2.0
224934	1.0
4384969	5.0
4384965	1.0
101018	1.0
101015	3.0
101011	4.0
4334702	4.0
4334700	4.0
72076	2.0
1136044	2.0
611748	3.0
439804	3.0
36330	1.0
85439	2.0
4389828	6.0
290980	3.0
204064	2.0
204068	2.0
248053	6.0
567882	2.0
4376303	4.0
4394271	1.0
4367588	3.0
269672	1.0
336186	3.0
4438147	5.0
537648	2.0
83295	3.0
524860	2.0
524865	4.0
271154	2.0
271152	1.0
537644	3.0
271159	4.0
1080007	3.0
1080004	4.0
191656	4.0
4392826	3.0
316415	1.0
132837	2.0
189733	4.0
4374538	3.0
4481997	2.0
313167	2.0
4317731	2.0
4377841	2.0
4377842	2.0
4377844	2.0
845267	1.0
239875	2.0
171636	3.0
171632	1.0
171639	4.0
556036	2.0
4420458	4.0
312412	3.0
4382935	9.0
747439	5.0
886648	9.0
234773	1.0
751808	2.0
886640	5.0
4479932	3.0
4479931	2.0
4479936	3.0
4479935	1.0
545323	1.0
147182	4.0
623628	2.0
1126596	1.0
19381	2.0
19385	1.0
19387	2.0
3426090	2.0
807845	3.0
807843	2.0
276270	3.0
215331	6.0
276279	2.0
370086	3.0
707157	2.0
4423908	2.0
279534	5.0
279539	3.0
191458	5.0
80589	3.0
717487	1.0
335316	5.0
546318	3.0
546314	3.0
12000	5.0
159367	2.0
4295122	2.0
159360	2.0
4342776	5.0
4454737	5.0
4312642	4.0
253956	3.0
2006243	1.0
2525735	10.0
212812	1.0
2525736	3.0
212819	2.0
45478	4.0
4424626	2.0
220436	2.0
349343	1.0
220435	2.0
3202330	2.0
824043	3.0
44787	3.0
1712353	1.0
190325	1.0
1712358	5.0
136158	5.0
1227	3.0
4463709	6.0
522858	5.0
4456127	2.0
1008747	3.0
4374783	2.0
4374780	4.0
2079602	2.0
1656781	4.0
4473772	1.0
118817	4.0
4391943	2.0
1129828	3.0
4306293	4.0
2363733	1.0
543440	7.0
3059362	2.0
3059360	2.0
570161	3.0
141548	10.0
264985	2.0
4466150	6.0
567222	2.0
252625	2.0
1140868	2.0
1140866	2.0
1108263	4.0
40951	8.0
4352887	3.0
216010	8.0
29775	2.0
204738	6.0
382998	2.0
351108	3.0
161627	3.0
519520	7.0
161623	2.0
169030	8.0
351105	1.0
351106	2.0
4413241	5.0
939252	5.0
4413240	3.0
356657	3.0
221302	2.0
95209	5.0
963854	2.0
151523	2.0
4355763	1.0
305982	1.0
4354415	2.0
3217705	5.0
3654574	4.0
389048	7.0
348602	3.0
1099802	3.0
355307	6.0
75520	1.0
355305	4.0
348283	3.0
348287	3.0
733099	1.0
4477526	2.0
209437	3.0
209435	2.0
630928	1.0
32255	2.0
32254	2.0
4441044	4.0
3257403	6.0
4441046	5.0
4441040	1.0
4441042	2.0
2110477	1.0
3759	1.0
4440397	2.0
4440396	1.0
4440395	1.0
536995	2.0
572548	3.0
2172695	2.0
572543	2.0
2172699	2.0
2940520	2.0
968165	2.0
580123	2.0
1127976	1.0
1113737	1.0
817616	2.0
4340844	2.0
1066368	6.0
113150	2.0
113155	4.0
809658	3.0
1107721	4.0
530383	4.0
3698712	4.0
4187282	1.0
167083	5.0
567877	2.0
347954	6.0
4397991	2.0
571015	2.0
278912	3.0
351979	7.0
351972	6.0
4035950	2.0
351976	2.0
4457689	7.0
4457688	2.0
4335	2.0
4349578	2.0
4349573	2.0
1048814	3.0
772762	2.0
4342267	6.0
810344	2.0
810346	4.0
528376	4.0
112208	6.0
895512	1.0
112201	4.0
1118855	2.0
112204	3.0
1118852	2.0
146854	3.0
146853	3.0
516178	2.0
2945007	3.0
333779	2.0
14130	6.0
487233	2.0
685917	12.0
184282	4.0
184287	4.0
4298419	5.0
184285	3.0
105538	8.0
275257	2.0
685156	5.0
264796	2.0
264795	3.0
264791	2.0
361727	3.0
232800	3.0
361722	4.0
263227	3.0
941487	3.0
2013738	3.0
272787	3.0
147720	3.0
272785	2.0
147729	3.0
1939588	3.0
4412940	2.0
612719	1.0
698961	2.0
612716	3.0
272154	3.0
1939584	2.0
272150	5.0
332423	4.0
111965	3.0
111967	4.0
1122451	2.0
675905	1.0
4301516	3.0
4301515	3.0
1827594	3.0
590404	4.0
4301948	2.0
644544	2.0
1034378	2.0
1100012	3.0
276704	3.0
276702	3.0
276703	1.0
276701	3.0
1546874	2.0
1546872	2.0
687175	4.0
327091	3.0
1546879	3.0
559678	2.0
101192	4.0
4454573	2.0
593175	2.0
593171	5.0
593178	2.0
182428	1.0
334486	3.0
346801	3.0
2521448	2.0
182420	4.0
3095456	4.0
4337755	4.0
4416562	1.0
196314	4.0
4412187	2.0
4466549	5.0
2358280	1.0
594359	3.0
277634	2.0
128159	10.0
683124	3.0
593908	2.0
274740	8.0
4409089	2.0
4431793	2.0
362406	2.0
4336405	5.0
1049393	2.0
322595	4.0
1049397	3.0
4398028	5.0
1844236	2.0
554754	3.0
554753	2.0
547764	2.0
547767	2.0
1124272	2.0
1124273	4.0
701479	2.0
871009	2.0
753506	1.0
655466	2.0
3901373	3.0
3392648	3.0
826178	9.0
2656468	2.0
316598	6.0
552975	2.0
316597	3.0
129405	4.0
252391	2.0
252396	1.0
129402	3.0
2981087	3.0
314573	2.0
216219	2.0
137834	3.0
3249874	5.0
4363678	1.0
4421201	7.0
4421202	2.0
4421203	5.0
4421208	2.0
4421209	4.0
4123679	4.0
663487	2.0
557224	1.0
809256	1.0
557223	3.0
276575	4.0
3032725	5.0
4442084	2.0
108878	1.0
283331	1.0
4324422	1.0
4324420	2.0
4324427	1.0
34139	3.0
210409	1.0
3174268	3.0
4448703	1.0
1111224	2.0
214749	3.0
214741	2.0
4360320	3.0
4360323	2.0
4360322	3.0
4418567	3.0
4380887	9.0
4420559	2.0
4420557	2.0
4420556	4.0
717279	1.0
212594	3.0
213249	2.0
358944	2.0
784706	1.0
493296	2.0
4454715	4.0
257270	2.0
257276	3.0
1126251	2.0
4448814	2.0
43305	4.0
576461	3.0
576466	8.0
1731185	2.0
19024	3.0
576469	3.0
449856	5.0
4313098	2.0
449855	4.0
3891581	5.0
638485	2.0
165687	1.0
707290	2.0
573179	9.0
4338833	2.0
873090	3.0
832296	2.0
349065	5.0
4206893	2.0
191792	6.0
191797	4.0
1813677	2.0
826942	7.0
210532	2.0
4364952	1.0
4460355	3.0
4460354	3.0
4460357	3.0
4440624	4.0
166848	1.0
787056	1.0
4447394	3.0
2564646	5.0
821625	2.0
821623	2.0
7954	2.0
2214203	5.0
7958	2.0
639729	2.0
16961	6.0
762092	3.0
1952751	3.0
3538056	1.0
1129787	1.0
805185	5.0
571155	3.0
142111	2.0
142110	3.0
223808	2.0
142117	3.0
142118	3.0
223806	2.0
223804	2.0
829415	4.0
211667	1.0
211660	2.0
331449	3.0
251861	3.0
307818	3.0
3603310	2.0
882963	2.0
3603316	2.0
3886617	3.0
3430631	1.0
3430632	1.0
1746913	7.0
4306228	1.0
2869166	3.0
2869165	3.0
316964	3.0
1003326	1.0
840405	3.0
535465	3.0
570283	9.0
907691	2.0
672166	5.0
570289	2.0
729992	3.0
745395	1.0
