#OTU_IDs	16S_rRNA_Count
520322	5.0
520320	10.0
3884906	3.0
1087611	2.0
270375	3.0
4264646	3.0
317225	7.0
317224	4.0
274335	4.0
552911	2.0
316571	2.0
316573	2.0
552918	3.0
309161	1.0
682232	2.0
314599	2.0
727056	3.0
2061739	5.0
550329	2.0
4331119	2.0
172829	4.0
1897510	3.0
940161	2.0
172825	3.0
4469007	3.0
876519	2.0
3848164	2.0
198575	3.0
3332941	3.0
248526	2.0
315880	1.0
47936	3.0
744866	3.0
47933	1.0
47939	2.0
313069	4.0
313060	4.0
313062	3.0
4360382	2.0
264166	6.0
556114	4.0
556116	2.0
4015274	3.0
681156	3.0
654706	2.0
1126230	2.0
1126235	3.0
201491	3.0
3608294	3.0
2802748	2.0
725834	3.0
586051	2.0
3181341	1.0
132615	2.0
4361039	2.0
4423848	7.0
873036	3.0
279257	3.0
279253	3.0
279258	4.0
649398	5.0
191734	1.0
649393	3.0
1755138	2.0
4005302	1.0
2921248	2.0
97753	3.0
546278	3.0
575979	9.0
7932	2.0
7934	2.0
7936	2.0
297278	4.0
3631785	5.0
362853	6.0
824103	2.0
4298483	3.0
349001	1.0
785819	3.0
827459	4.0
827453	1.0
190069	1.0
190063	3.0
190061	3.0
4329075	3.0
3825935	5.0
211600	1.0
211601	1.0
4329073	3.0
2034540	10.0
820158	3.0
3219862	3.0
3219860	3.0
3219861	3.0
173921	4.0
2200131	3.0
2200137	3.0
427495	1.0
179166	2.0
931727	3.0
840462	4.0
94470	3.0
570224	1.0
570228	4.0
968363	7.0
282872	3.0
143628	12.0
651079	3.0
651077	2.0
143625	3.0
4264515	5.0
828305	2.0
828302	4.0
148901	4.0
148904	3.0
1144512	2.0
4304807	3.0
303076	1.0
146095	2.0
519428	3.0
290607	3.0
718758	4.0
338277	3.0
242748	5.0
356779	2.0
242741	1.0
1750079	8.0
1085018	3.0
706745	2.0
221240	2.0
533277	5.0
187932	1.0
221248	1.0
192548	3.0
174403	4.0
221110	3.0
4354533	2.0
4354531	1.0
78950	2.0
4354539	5.0
980252	3.0
3749019	1.0
350398	6.0
350392	3.0
728629	3.0
3605952	2.0
350394	4.0
3905372	3.0
816425	2.0
245215	2.0
816423	7.0
245210	2.0
816420	3.0
669005	4.0
4299433	3.0
3433536	2.0
258165	3.0
258161	4.0
580495	2.0
258169	4.0
4402896	2.0
4402892	5.0
4402890	1.0
190858	6.0
190856	3.0
165727	3.0
190851	2.0
261551	3.0
1786129	2.0
261557	2.0
993934	4.0
261558	9.0
231343	2.0
4295892	2.0
4295894	1.0
4295895	4.0
4295897	2.0
3554141	4.0
572208	8.0
1837475	2.0
565917	3.0
565913	7.0
572204	2.0
565911	2.0
241052	2.0
1127856	2.0
1127851	3.0
1127853	5.0
1127852	2.0
649984	3.0
4439996	5.0
253859	2.0
1143630	2.0
3451045	2.0
309663	3.0
1142584	5.0
1142585	2.0
354913	4.0
2774170	2.0
260605	5.0
2847229	2.0
278838	3.0
278836	2.0
278835	2.0
278832	2.0
278831	3.0
806625	7.0
351812	8.0
351813	4.0
721329	2.0
520046	3.0
810284	2.0
810287	2.0
265381	10.0
265386	2.0
105476	2.0
535375	5.0
112344	4.0
847940	3.0
102122	3.0
534023	2.0
102125	3.0
102126	2.0
4184611	1.0
2000912	8.0
615325	3.0
1832158	2.0
3612124	3.0
333651	3.0
333652	4.0
4395890	3.0
645189	3.0
184141	1.0
184142	6.0
275378	4.0
275379	10.0
555917	4.0
521795	7.0
521792	4.0
104987	3.0
685071	2.0
724298	2.0
264036	4.0
157445	4.0
4342881	2.0
725168	1.0
4464687	6.0
2628026	2.0
4464685	3.0
725160	2.0
4464689	6.0
4464688	3.0
3936243	2.0
517293	3.0
103456	2.0
4412887	3.0
4453195	2.0
4453194	2.0
131955	6.0
332523	3.0
111869	3.0
111868	3.0
3961590	1.0
1121846	2.0
1121841	3.0
1627644	4.0
813606	4.0
185235	6.0
185232	1.0
215062	5.0
4341679	5.0
87839	7.0
4341675	2.0
4304971	4.0
183698	1.0
156710	5.0
183691	1.0
156718	2.0
2598700	2.0
2598704	2.0
180340	3.0
180341	1.0
23426	9.0
104056	2.0
104057	2.0
559119	4.0
551344	2.0
4431959	5.0
551347	3.0
550439	3.0
626554	2.0
593096	5.0
139575	2.0
4335293	6.0
4335291	3.0
4335297	3.0
973295	5.0
4342320	2.0
2358208	2.0
4337676	3.0
140786	8.0
140787	8.0
140785	9.0
140783	8.0
972528	12.0
140788	7.0
277593	1.0
617757	1.0
4302969	1.0
3998912	4.0
4302967	4.0
4387867	4.0
653391	2.0
18774	1.0
4451906	3.0
4451907	1.0
4451901	8.0
555142	2.0
555144	1.0
555145	2.0
573803	6.0
1844553	4.0
554437	3.0
554436	4.0
554438	2.0
1855414	4.0
2619522	2.0
3877343	7.0
629930	2.0
871148	3.0
18619	4.0
826253	5.0
826250	10.0
280745	2.0
826258	1.0
4426873	5.0
4032	3.0
4426874	1.0
246087	4.0
246082	2.0
246083	2.0
246081	2.0
791926	2.0
1005844	1.0
252274	2.0
821385	2.0
4363754	2.0
823150	7.0
823155	2.0
4363752	2.0
2446610	3.0
3404369	5.0
557164	4.0
1126064	1.0
107238	4.0
557161	4.0
4442141	2.0
1010927	3.0
4442148	2.0
178541	3.0
746562	6.0
178546	3.0
3359886	2.0
3359884	2.0
4355332	1.0
206264	3.0
237836	3.0
676240	10.0
1130952	1.0
217330	3.0
229404	3.0
4038	3.0
585063	2.0
2616879	1.0
822201	7.0
822202	2.0
822205	2.0
4444599	4.0
4319507	4.0
4319500	6.0
783338	1.0
258463	3.0
1951956	3.0
634142	2.0
569078	4.0
213308	1.0
784643	4.0
784642	3.0
257352	5.0
11396	2.0
1126373	4.0
1986860	2.0
11399	2.0
1126378	3.0
1070749	3.0
97094	1.0
2978254	1.0
573054	2.0
573052	3.0
4338954	2.0
4318671	5.0
4318672	3.0
835089	3.0
832539	2.0
268729	2.0
4424805	3.0
4424807	4.0
4424806	2.0
2743773	3.0
4364835	6.0
4364838	5.0
821164	3.0
643857	2.0
4321847	3.0
4321846	4.0
4321845	3.0
4321842	3.0
260191	3.0
260192	3.0
639466	5.0
1733274	7.0
3242887	3.0
1076376	4.0
85799	4.0
162732	1.0
650264	2.0
176300	6.0
176306	1.0
4324314	3.0
49682	4.0
2415144	5.0
1142871	2.0
587031	4.0
587032	2.0
3367865	12.0
1104445	6.0
3867172	7.0
251961	4.0
251965	2.0
251967	5.0
293873	8.0
160397	2.0
160390	2.0
736985	1.0
719367	2.0
1062909	3.0
814924	2.0
243375	2.0
243374	3.0
302266	5.0
355758	4.0
804315	2.0
175650	3.0
3684928	3.0
143786	3.0
143784	4.0
175658	3.0
369027	1.0
28685	2.0
801844	4.0
360311	1.0
330076	3.0
369028	3.0
330070	3.0
4301122	3.0
758482	4.0
758489	3.0
4278428	2.0
2192255	10.0
847092	5.0
847094	2.0
303136	4.0
303137	4.0
2474565	3.0
4462710	2.0
4479122	9.0
1103136	3.0
262101	3.0
262102	3.0
78851	3.0
262104	1.0
262106	2.0
214891	1.0
4376304	1.0
567883	3.0
567881	3.0
1075054	4.0
567885	3.0
4335725	2.0
807034	5.0
807035	1.0
757938	3.0
779351	5.0
2968667	4.0
3578394	1.0
1132244	2.0
3865555	4.0
580357	2.0
200938	5.0
537894	4.0
536761	2.0
536760	5.0
972090	3.0
536765	3.0
2191702	3.0
277868	1.0
307832	3.0
277867	3.0
227788	3.0
4449965	2.0
4475335	7.0
878474	5.0
831558	5.0
822511	3.0
4352290	2.0
4352292	1.0
4352293	2.0
4334097	2.0
928736	2.0
199233	3.0
106281	4.0
822517	4.0
1107727	2.0
1521570	1.0
773233	3.0
535237	4.0
4398453	4.0
14131	8.0
14134	4.0
808781	3.0
4416959	2.0
808786	2.0
4416952	4.0
4416951	1.0
4416957	5.0
4416954	2.0
301516	2.0
301512	2.0
548233	4.0
337873	2.0
180442	1.0
274744	1.0
4349392	2.0
274748	2.0
274749	3.0
1024422	4.0
73940	5.0
1024420	5.0
694781	3.0
1654477	7.0
3270407	5.0
338438	6.0
541514	3.0
2575787	6.0
2575786	6.0
198542	1.0
202367	3.0
907948	1.0
2445831	2.0
4015269	2.0
240293	2.0
159617	3.0
3924713	9.0
15665	2.0
269030	2.0
269031	3.0
108482	4.0
269035	3.0
269037	3.0
78064	3.0
569672	3.0
4468384	1.0
298728	3.0
555896	3.0
344447	2.0
298723	3.0
531808	4.0
1101181	2.0
182844	3.0
531801	4.0
182849	3.0
3749020	2.0
183713	1.0
183715	4.0
183716	3.0
3028318	3.0
4434027	5.0
2321257	2.0
4418110	3.0
4418111	2.0
992035	3.0
4464720	2.0
4464721	3.0
790999	4.0
257685	2.0
856510	5.0
406361	6.0
4454780	2.0
3841245	5.0
4454788	2.0
813632	2.0
2903258	1.0
4368136	2.0
553643	2.0
720709	3.0
201040	2.0
201044	2.0
4334840	2.0
1127344	2.0
1127347	2.0
1127349	8.0
4341734	1.0
1571433	2.0
4320081	3.0
100068	4.0
324153	1.0
324150	2.0
324157	4.0
287798	7.0
2025651	2.0
287790	4.0
825063	2.0
1612853	4.0
978255	2.0
559099	3.0
827979	4.0
218152	1.0
218151	2.0
218156	4.0
2538454	2.0
218154	3.0
218158	2.0
3290367	6.0
2656849	1.0
552511	3.0
399637	3.0
325202	3.0
325203	2.0
85199	5.0
325206	2.0
686489	1.0
932645	2.0
320353	2.0
320352	4.0
320354	4.0
320356	2.0
247252	7.0
190268	1.0
1109816	1.0
770657	2.0
255006	5.0
714300	3.0
176673	3.0
4434031	3.0
315485	1.0
459276	3.0
184873	2.0
184876	6.0
184879	3.0
619817	1.0
703635	5.0
315488	3.0
238881	2.0
353057	4.0
353069	10.0
320365	3.0
818364	7.0
4418949	3.0
4443172	4.0
179534	1.0
4443107	2.0
4418946	2.0
4418945	3.0
4418944	2.0
516966	4.0
320363	2.0
178660	2.0
1133191	2.0
1133190	7.0
94823	3.0
94825	5.0
830400	2.0
207072	4.0
704365	3.0
704360	2.0
704361	1.0
4435344	6.0
4435345	6.0
175323	4.0
524575	1.0
3379826	3.0
114305	2.0
823057	3.0
4216392	2.0
584272	2.0
584276	2.0
4439510	6.0
324983	5.0
324985	3.0
83737	2.0
2692410	1.0
1892252	1.0
212776	4.0
1800149	1.0
1736213	2.0
522308	4.0
3690899	2.0
518933	7.0
1689895	3.0
549186	3.0
206386	3.0
777110	2.0
4378264	2.0
195788	1.0
4323748	4.0
4323749	5.0
195781	5.0
195783	3.0
4097100	2.0
971931	2.0
664787	1.0
7539	4.0
110155	2.0
574623	2.0
288873	3.0
288872	2.0
4359078	2.0
288876	4.0
4359075	2.0
4359077	3.0
4359076	1.0
4359070	2.0
4359073	2.0
2109570	3.0
4433947	5.0
151886	2.0
304360	2.0
150753	2.0
2414136	5.0
158563	3.0
158561	3.0
158565	4.0
158564	2.0
158569	2.0
215697	3.0
124932	3.0
633905	2.0
215692	4.0
807543	4.0
807547	1.0
807544	2.0
807548	3.0
4456068	2.0
4456062	8.0
4456066	3.0
4456065	1.0
832476	3.0
4435370	7.0
341095	4.0
832479	2.0
163090	3.0
290804	3.0
290808	3.0
820451	1.0
930655	5.0
539926	4.0
539924	3.0
951184	2.0
153225	3.0
3213	3.0
153221	2.0
1833637	2.0
2908426	2.0
148505	3.0
1105219	4.0
3641990	1.0
148501	5.0
1105211	1.0
4019363	2.0
4144374	2.0
300123	6.0
1733339	3.0
300128	3.0
807	1.0
278462	1.0
1090458	7.0
2920905	3.0
4308302	2.0
4308304	2.0
1098609	3.0
355875	1.0
985697	3.0
186122	4.0
728860	4.0
265751	1.0
254352	3.0
4282796	2.0
264403	1.0
2510539	7.0
2510538	4.0
142553	3.0
2510536	8.0
4397875	3.0
1135553	3.0
1135557	3.0
149674	3.0
565780	2.0
533557	1.0
4300152	4.0
4300153	2.0
559867	3.0
155616	4.0
194665	4.0
194667	6.0
194660	1.0
194662	4.0
24388	1.0
187654	3.0
187651	1.0
187652	2.0
157837	5.0
136627	2.0
2897332	1.0
420931	5.0
1965643	7.0
1965640	7.0
1965644	5.0
585674	3.0
4478194	2.0
4478195	2.0
311484	3.0
221080	4.0
1108339	4.0
221084	4.0
4408659	2.0
192848	3.0
268196	3.0
642438	3.0
4410867	2.0
429	2.0
79600	3.0
28721	7.0
3094691	1.0
267325	2.0
267323	4.0
2679841	2.0
267321	3.0
4454011	3.0
551711	2.0
551717	1.0
4454016	2.0
567929	2.0
567928	6.0
1048661	3.0
567923	2.0
1118704	4.0
990901	1.0
197318	3.0
197314	3.0
758523	7.0
730049	5.0
51583	2.0
3143796	3.0
1708927	2.0
107854	5.0
4189999	5.0
352504	2.0
562251	2.0
4474740	4.0
4474749	3.0
566421	3.0
509037	3.0
509036	2.0
3321970	2.0
509038	4.0
139108	2.0
757873	3.0
857566	2.0
733538	3.0
4399607	3.0
4431400	1.0
4431407	2.0
4431405	3.0
922027	2.0
297337	3.0
310920	2.0
166076	2.0
563126	2.0
227663	1.0
227662	11.0
3337953	2.0
4346721	3.0
4346722	5.0
365194	1.0
4366045	6.0
1122930	3.0
4352318	10.0
344965	3.0
203713	3.0
344967	2.0
4357324	2.0
41200	3.0
41204	1.0
345614	2.0
4112170	2.0
159969	2.0
202449	2.0
159965	2.0
1111247	2.0
1111241	6.0
40156	1.0
694616	7.0
864021	4.0
864027	2.0
268811	5.0
167302	2.0
4396363	3.0
1142742	2.0
1142745	2.0
232341	2.0
4467739	3.0
4467734	4.0
4467733	2.0
4452087	1.0
588962	3.0
588961	2.0
4367793	3.0
588969	2.0
819347	2.0
4164925	1.0
339221	4.0
2455709	2.0
4465396	3.0
4465397	1.0
4465394	2.0
4465393	1.0
4164926	1.0
2399776	2.0
1114397	2.0
1145219	3.0
1115048	6.0
243166	1.0
569736	1.0
109894	4.0
569735	2.0
569732	2.0
647334	3.0
206633	3.0
206632	2.0
568559	2.0
561509	1.0
2788507	2.0
4432325	2.0
550834	1.0
4469248	4.0
815126	6.0
815121	2.0
4375802	1.0
4418090	7.0
629220	2.0
338570	3.0
684389	1.0
35878	2.0
992170	2.0
366752	6.0
938496	2.0
500261	2.0
154610	3.0
701919	2.0
154618	2.0
2384822	2.0
2384821	2.0
553566	3.0
553562	2.0
317982	5.0
201364	3.0
201362	1.0
201363	4.0
201360	2.0
201361	2.0
241564	1.0
305348	2.0
4314596	4.0
4476877	4.0
324056	2.0
524439	4.0
235943	2.0
524432	5.0
524433	6.0
524436	2.0
1074945	3.0
276484	5.0
4202174	4.0
276481	3.0
515333	2.0
4319491	1.0
323706	2.0
806960	2.0
806967	2.0
323702	4.0
238800	2.0
310069	1.0
1086282	2.0
832104	2.0
310060	2.0
244429	4.0
558480	1.0
244423	1.0
558483	12.0
244426	2.0
218058	5.0
741082	2.0
101473	1.0
101471	4.0
2556229	1.0
451189	3.0
2588024	2.0
362188	2.0
625917	2.0
3530625	6.0
930873	7.0
2637325	6.0
805432	3.0
805434	2.0
805436	2.0
510871	4.0
510870	7.0
1139660	2.0
176735	4.0
4448537	2.0
193084	3.0
175283	3.0
175281	6.0
353248	1.0
587444	5.0
123987	3.0
64384	5.0
4374991	2.0
4374999	6.0
1134168	5.0
363631	4.0
1029165	7.0
111168	8.0
111162	1.0
15954	2.0
663103	2.0
663101	4.0
1135415	2.0
826497	1.0
826498	2.0
1108643	2.0
1108646	3.0
883987	2.0
4198506	1.0
243868	4.0
820774	1.0
883981	4.0
125425	3.0
4477989	1.0
28258	1.0
314421	4.0
324867	3.0
324865	3.0
8619	6.0
324860	5.0
110698	4.0
834197	2.0
110696	2.0
803295	2.0
1136141	5.0
533055	2.0
540364	5.0
4478607	3.0
4478605	6.0
832938	4.0
61307	2.0
282360	5.0
339913	2.0
304289	5.0
777094	12.0
915452	5.0
195665	2.0
2876801	5.0
306665	4.0
4313405	2.0
544996	4.0
340642	4.0
544990	3.0
560905	2.0
348099	3.0
348097	2.0
2225714	12.0
635478	2.0
3470483	1.0
4450795	6.0
297643	3.0
2160270	3.0
297647	5.0
956553	10.0
297648	3.0
1573031	2.0
4254528	1.0
1058090	3.0
4254525	5.0
4166425	2.0
383149	3.0
210292	4.0
261085	2.0
261084	4.0
261089	1.0
776252	2.0
307536	6.0
124873	1.0
158591	4.0
335796	4.0
335793	2.0
1091685	5.0
2679448	5.0
4456748	2.0
4444741	4.0
4329253	2.0
4316632	2.0
4316630	3.0
1133976	3.0
4352660	3.0
341111	2.0
1133974	2.0
414089	4.0
2865047	1.0
851865	4.0
658597	1.0
98966	3.0
2358868	5.0
808378	3.0
4354842	2.0
4255692	3.0
808372	2.0
807555	2.0
807557	3.0
579705	3.0
186081	4.0
567486	2.0
186089	2.0
893979	5.0
312904	4.0
137033	2.0
4482689	4.0
758884	6.0
4446652	2.0
136783	3.0
757538	2.0
136789	1.0
4481335	2.0
858350	1.0
3213372	4.0
99616	3.0
339792	1.0
339791	3.0
4409405	2.0
339795	1.0
99619	3.0
4452530	2.0
4452531	1.0
4452533	4.0
4452537	2.0
4452538	7.0
216433	6.0
1067649	3.0
216435	2.0
511256	4.0
1144018	1.0
4453667	5.0
1144017	3.0
4453665	4.0
710584	5.0
566996	1.0
109307	3.0
109301	3.0
109300	3.0
109302	2.0
4394859	3.0
350563	2.0
4442910	1.0
560135	3.0
288148	2.0
4442919	2.0
31150	3.0
3419438	2.0
1571043	1.0
567396	3.0
561428	1.0
326136	3.0
567397	3.0
567139	3.0
4307977	3.0
4408751	3.0
4307979	2.0
4307978	2.0
859405	5.0
4408758	5.0
992405	3.0
358143	5.0
273071	2.0
794938	2.0
273074	2.0
273078	3.0
4413869	5.0
834250	2.0
309940	5.0
903536	3.0
197290	3.0
816147	5.0
313685	3.0
313689	2.0
199797	6.0
208118	4.0
334679	3.0
290832	10.0
334670	3.0
334676	4.0
327668	4.0
562192	3.0
562190	1.0
230842	5.0
2729213	2.0
2729216	2.0
165202	3.0
572032	1.0
203397	1.0
4563	6.0
4562	6.0
224822	10.0
332856	4.0
4566	6.0
224826	4.0
605483	2.0
582018	3.0
1123949	12.0
582011	2.0
509179	2.0
200343	2.0
203694	2.0
1110011	3.0
248808	2.0
292227	4.0
817230	9.0
4304614	5.0
142151	3.0
589593	3.0
589597	6.0
4178757	1.0
1143376	4.0
1143374	3.0
1143371	3.0
797652	2.0
248363	3.0
2486668	3.0
71316	4.0
3599950	4.0
583768	3.0
633392	3.0
583767	2.0
583766	3.0
583760	1.0
123474	2.0
588889	4.0
667450	5.0
180857	1.0
1117743	2.0
1117741	2.0
2269927	5.0
83344	4.0
83349	2.0
3301064	1.0
4330658	3.0
887662	4.0
2972179	3.0
814156	7.0
814158	3.0
4356184	1.0
823486	3.0
208927	3.0
136998	1.0
823482	3.0
208929	3.0
136991	2.0
72830	6.0
834607	2.0
2485585	2.0
3206495	4.0
171727	9.0
1126147	9.0
195704	3.0
103314	6.0
253644	2.0
155041	1.0
88872	3.0
88876	2.0
590022	5.0
2309799	5.0
590021	4.0
4479821	3.0
314949	2.0
173385	3.0
284868	2.0
358185	1.0
276364	4.0
1702711	7.0
4379731	4.0
311278	3.0
311279	10.0
1010458	4.0
4383910	3.0
4306989	3.0
4465363	2.0
4383918	6.0
976815	5.0
100661	2.0
4166997	2.0
95522	3.0
4166998	1.0
622863	3.0
622861	2.0
305065	2.0
305061	3.0
2199223	4.0
4426779	2.0
4426778	2.0
633535	2.0
4426771	3.0
4426773	2.0
4426774	2.0
4426777	2.0
4426776	2.0
4472130	3.0
489865	4.0
3453900	1.0
45562	3.0
3453905	2.0
1086129	3.0
889215	3.0
560620	2.0
558568	2.0
558567	5.0
190233	4.0
292489	4.0
772848	1.0
292488	3.0
920831	3.0
2488897	3.0
1131591	4.0
1131597	5.0
560629	7.0
203865	3.0
292483	3.0
1133579	2.0
4391425	2.0
2198172	2.0
4308757	3.0
4308752	2.0
4308750	3.0
806416	1.0
3312997	2.0
544048	3.0
4326150	2.0
4473664	2.0
2595315	5.0
4391428	2.0
1087298	2.0
3066946	7.0
566274	2.0
826517	2.0
826512	2.0
570079	5.0
351623	4.0
570071	2.0
263680	2.0
216140	4.0
4296719	3.0
10904	2.0
268832	2.0
4462307	3.0
4309087	2.0
161199	3.0
519295	3.0
4309088	3.0
519290	3.0
161191	3.0
3472383	5.0
545396	2.0
733383	2.0
746246	10.0
564867	2.0
938039	3.0
829867	2.0
548015	10.0
661946	1.0
283715	4.0
1144787	2.0
305859	3.0
305853	3.0
305850	2.0
3028530	9.0
1147253	2.0
343778	3.0
732033	2.0
263207	3.0
4397863	2.0
350105	6.0
50432	6.0
1101488	3.0
4450617	1.0
4450615	5.0
209524	6.0
209523	1.0
165994	2.0
258334	2.0
258330	3.0
675063	3.0
1146125	1.0
4317826	2.0
4328006	7.0
4300160	2.0
4317828	3.0
1146129	3.0
1563372	2.0
4356724	2.0
4341561	1.0
544818	2.0
1902400	4.0
349482	3.0
289923	4.0
2341726	1.0
289924	2.0
1113626	3.0
2740133	2.0
3050305	3.0
801573	1.0
97351	3.0
193710	3.0
289929	1.0
801579	10.0
801578	3.0
1072446	4.0
2629	3.0
4299838	2.0
4329358	2.0
335611	2.0
1660334	5.0
335615	3.0
4483850	3.0
4483859	2.0
4407186	8.0
3702099	3.0
841337	1.0
255095	8.0
4407184	3.0
4482728	2.0
758928	3.0
3920492	1.0
658413	2.0
37264	1.0
810076	3.0
810074	1.0
810075	2.0
211287	1.0
211288	4.0
767992	2.0
4264997	10.0
2901366	2.0
1793003	3.0
271799	3.0
180919	3.0
4300392	3.0
271790	2.0
180911	1.0
768271	2.0
768277	3.0
677680	5.0
645717	3.0
333426	3.0
302194	3.0
30128	2.0
793359	2.0
277923	2.0
187665	1.0
4074531	4.0
4074533	3.0
4074534	7.0
3715618	2.0
339616	4.0
4306946	2.0
4436161	4.0
147639	10.0
147637	3.0
330731	6.0
147632	2.0
272261	3.0
272265	4.0
511594	3.0
710628	2.0
710629	2.0
4352989	3.0
687946	1.0
185084	4.0
185088	1.0
792407	4.0
326076	3.0
232934	2.0
105849	5.0
3679175	3.0
687206	2.0
515742	3.0
515747	4.0
6675	3.0
6674	3.0
142828	3.0
671386	2.0
273136	3.0
273134	4.0
4470822	4.0
1112339	3.0
100316	3.0
989074	4.0
618672	3.0
567362	5.0
568628	3.0
182537	4.0
593209	3.0
568622	4.0
610440	8.0
593201	8.0
4476426	5.0
4235075	2.0
334734	2.0
205765	3.0
140916	6.0
140915	7.0
140912	8.0
140910	3.0
249756	1.0
3490230	3.0
249753	2.0
617145	3.0
796406	3.0
4680	4.0
4681	4.0
605723	3.0
550680	2.0
4384911	3.0
4384913	2.0
1131025	3.0
403918	3.0
4334755	4.0
4366287	1.0
442846	3.0
821989	4.0
569971	3.0
237206	2.0
821985	4.0
125125	5.0
337289	2.0
589657	1.0
337285	4.0
589652	3.0
820884	3.0
547675	4.0
547673	3.0
547672	2.0
1124101	2.0
4380345	10.0
4380346	2.0
4459184	3.0
232182	1.0
3526330	2.0
4425929	2.0
317315	3.0
133739	2.0
133738	4.0
133732	2.0
4348288	3.0
787796	1.0
826061	2.0
552862	2.0
552864	2.0
743273	3.0
137925	3.0
836503	5.0
137922	4.0
202684	2.0
202686	2.0
819181	4.0
819185	3.0
557331	2.0
352084	1.0
352081	4.0
287813	5.0
287811	3.0
4404823	2.0
4381430	4.0
233270	2.0
62986	2.0
2489887	4.0
158415	4.0
197329	4.0
214030	3.0
214031	3.0
214033	2.0
214036	8.0
2679704	2.0
2679706	2.0
2679700	2.0
312440	3.0
312442	3.0
320845	3.0
320844	1.0
320847	3.0
3755578	5.0
234724	3.0
4484107	3.0
4325662	7.0
740198	3.0
4479984	2.0
81681	3.0
81682	10.0
976991	2.0
81685	4.0
1110787	10.0
4313148	8.0
4313147	2.0
4341277	2.0
4313145	5.0
4313143	5.0
4313141	4.0
4341271	3.0
4295178	2.0
4295177	2.0
186345	3.0
2833757	1.0
707124	1.0
27466	1.0
349318	1.0
824034	5.0
675473	1.0
254098	3.0
254099	4.0
191421	4.0
191422	4.0
4403871	2.0
826897	3.0
210647	1.0
618882	1.0
1132546	3.0
4460203	1.0
166990	5.0
622987	2.0
564704	5.0
1988205	3.0
639636	2.0
639631	2.0
1657485	5.0
1657487	4.0
4472074	2.0
4472073	3.0
212863	2.0
4418684	3.0
102921	6.0
1129872	8.0
534825	3.0
571263	2.0
571264	2.0
571269	3.0
255322	3.0
735246	3.0
142660	4.0
142667	2.0
142666	3.0
3398150	4.0
211514	5.0
1031232	3.0
4443234	3.0
4443237	4.0
4443230	3.0
3369729	3.0
178148	5.0
178146	6.0
178145	3.0
178142	3.0
4477120	2.0
570134	2.0
570132	2.0
4474756	4.0
94503	2.0
1118166	10.0
143138	5.0
252674	3.0
252675	2.0
143130	2.0
2171537	3.0
143135	2.0
4355718	3.0
4355719	2.0
1038056	5.0
502016	8.0
594397	1.0
1030540	6.0
1030543	1.0
356606	1.0
1106278	9.0
1027943	3.0
356609	2.0
792393	9.0
859052	3.0
174315	2.0
1070347	5.0
149965	2.0
149963	1.0
149969	2.0
1749615	7.0
110450	5.0
110457	1.0
110455	2.0
110458	4.0
4335578	8.0
722815	4.0
677964	6.0
677966	2.0
722817	3.0
1112035	2.0
432343	4.0
4299328	9.0
209481	2.0
4458382	4.0
209489	3.0
669131	1.0
3713320	2.0
802166	2.0
3713322	2.0
3713323	1.0
4479793	3.0
423724	1.0
423722	3.0
4389705	3.0
3708	1.0
3709	1.0
572519	6.0
565822	3.0
806130	3.0
299270	2.0
806133	3.0
1127928	5.0
4358665	2.0
1127926	3.0
817642	2.0
1113786	3.0
817648	2.0
605989	5.0
4394657	2.0
113109	3.0
2252883	2.0
113100	2.0
113103	2.0
371743	7.0
4390883	1.0
517273	2.0
137539	8.0
763271	2.0
347922	5.0
351927	4.0
4310785	4.0
351929	2.0
721217	2.0
4310787	1.0
316357	2.0
4457670	3.0
274550	2.0
4457672	6.0
4457673	4.0
4349503	5.0
4229175	7.0
4229176	3.0
537449	4.0
265496	6.0
528323	4.0
528320	6.0
231504	7.0
231506	1.0
264725	4.0
529491	3.0
4345162	2.0
146824	3.0
4417894	7.0
4417897	2.0
4417899	2.0
333721	3.0
333726	6.0
525302	3.0
1123351	2.0
1076759	5.0
541531	3.0
275206	3.0
344272	5.0
793251	3.0
4468534	3.0
724366	3.0
3122801	1.0
239739	2.0
3122805	2.0
789814	6.0
912959	5.0
941438	4.0
232855	2.0
4464192	3.0
4331215	2.0
100291	2.0
585188	3.0
100296	3.0
4454511	4.0
279872	2.0
279874	2.0
279877	2.0
988263	2.0
779927	2.0
185125	4.0
185127	3.0
185126	3.0
2591716	8.0
1114884	2.0
1126402	2.0
693070	2.0
657230	8.0
358381	4.0
4421128	1.0
861621	3.0
358386	5.0
559604	3.0
559606	2.0
4384890	1.0
4384892	2.0
4384895	2.0
501684	2.0
927110	5.0
3408597	4.0
975991	4.0
4369035	4.0
4360217	3.0
550727	1.0
749329	4.0
200180	2.0
4460997	2.0
182470	3.0
200189	5.0
200188	2.0
1051939	5.0
1719722	1.0
4430498	4.0
1719726	2.0
1048497	2.0
3532064	3.0
3532065	2.0
4399328	4.0
4360219	4.0
125681	5.0
3767373	3.0
1125179	5.0
546061	2.0
546060	2.0
4360218	3.0
654760	9.0
1086575	3.0
827273	2.0
44265	4.0
44260	2.0
655496	2.0
920462	2.0
164433	2.0
164430	1.0
164431	7.0
868368	1.0
1137360	2.0
512701	2.0
512702	5.0
512705	2.0
621968	7.0
512708	1.0
315671	5.0
315675	5.0
4366033	9.0
4362971	2.0
4362975	2.0
181226	1.0
202760	8.0
4303453	2.0
4398051	3.0
353655	3.0
328472	3.0
358068	1.0
136876	1.0
4437214	6.0
201666	3.0
606023	5.0
18725	3.0
