2	0.009318	3	0.01329	-60
4	0.005699	5	0.00838	-59
6	0.036716	7	0.024823	-58
-59	0.030073	-58	0.008609	-59
10	0.039268	11	0.038935	-58
9	0.035502	-58	0.009731	-58
8	0.07421	-58	0.031408	-58
-59	0.016655	-58	0.018139	-59
-60	0.042742	-59	0.01037	-60
1	0.052017	-60	0.019636	-60
12	0.028379	13	0.027037	-59
16	0.005013	17	0.005003	-58
15	0.008613	-58	0.003961	-58
14	0.013851	-58	0.003404	-58
-59	0.008264	-58	0.008962	-59
18	0.006197	19	0.008117	-58
20	0.031584	21	0.016705	-57
24	0.022889	25	0.017364	-56
23	0.045399	-56	0.015453	-56
22	0.017056	-56	0.021531	-56
-57	0.01112	-56	0.006549	-57
-58	0.00954	-57	0.017802	-58
-59	0.015881	-58	0.008592	-59
-60	0.041032	-59	0.065434	-60
0	0.139504	-60	0.01471	-60
30	0.01862	31	0.014836	-59
29	0.014342	-59	0.003812	-59
28	0.021309	-59	0.006261	-59
27	0.012807	-59	0.003769	-59
26	0.018362	-59	0.005623	-59
32	0.028732	33	0.01713	-58
35	0.010691	36	0.01033	-57
34	0.013165	-57	0.005605	-57
39	0.00792	40	0.006039	-56
38	0.018504	-56	0.009831	-56
37	0.017683	-56	0.004483	-56
-57	0.00733	-56	0.003252	-57
-58	0.007332	-57	0.009855	-58
-59	0.008391	-58	0.006344	-59
43	0.029656	44	0.032727	-58
45	0.047887	46	0.053019	-57
-58	0.044955	-57	0.030234	-58
42	0.095686	-58	0.087335	-58
41	0.150104	-58	0.023362	-58
49	0.036195	50	0.018261	-57
52	0.010384	53	0.01069	-56
57	0.016156	58	0.003183	-55
56	0.000055	-55	0.004366	-55
55	0.008689	-55	0.008431	-55
54	0.022564	-55	0.0067	-55
-56	0.006177	-55	0.009852	-56
51	0.067807	-56	0.016765	-56
-57	0.024267	-56	0.008916	-57
48	0.076558	-57	0.041771	-57
47	0.164167	-57	0.085631	-57
61	0.003443	62	0.009754	-56
60	0.001361	-56	0.000885	-56
65	0.011438	66	0.014358	-55
64	0.059204	-55	0.040229	-55
68	0.01309	69	0.013569	-54
73	0.003844	74	0.003394	-53
72	0.01505	-53	0.016471	-53
71	0.015414	-53	0.006737	-53
70	0.021171	-53	0.008353	-53
-54	0.009961	-53	0.006963	-54
67	0.035095	-54	0.028098	-54
-55	0.035645	-54	0.043496	-55
78	0.016381	79	0.02342	-54
77	0.024654	-54	0.015381	-54
76	0.032846	-54	0.023136	-54
80	0.006674	81	0.004067	-53
82	0.027167	83	0.039489	-52
-53	0.035368	-52	0.013081	-53
-54	0.009452	-53	0.006274	-54
75	0.110679	-54	0.069091	-54
84	0.065075	85	0.068607	-53
87	0.053671	88	0.059571	-52
86	0.08399	-52	0.027429	-52
-53	0.033324	-52	0.030282	-53
91	0.007084	92	0.009128	-52
96	0.001647	97	0.003178	-51
95	0.019012	-51	0.020299	-51
94	0.045132	-51	0.023093	-51
93	0.053616	-51	0.014009	-51
-52	0.042424	-51	0.011782	-52
90	0.101714	-52	0.037866	-52
89	0.10857	-52	0.01049	-52
-53	0.010332	-52	0.013183	-53
-54	0.011099	-53	0.011808	-54
-55	0.037484	-54	0.014759	-55
63	0.125668	-55	0.012713	-55
-56	0.165615	-55	0.012621	-56
59	0.149584	-56	0.010689	-56
-57	0.02438	-56	0.017272	-57
-58	0.025165	-57	0.012382	-58
-59	0.090438	-58	0.009269	-59
-60	0.013271	-59	0.0178	-60
99	0.041849	100	0.035771	-59
101	0.04156	102	0.049521	-58
-59	0.0078	-58	0.006241	-59
98	0.037053	-59	0.012368	-59
103	0.035499	104	0.043195	-58
106	0.080591	107	0.051079	-57
109	0.014939	110	0.017402	-56
112	0.035415	113	0.03036	-55
111	0.059275	-55	0.021386	-55
-56	0.034212	-55	0.008076	-56
108	0.051607	-56	0.006075	-56
-57	0.01345	-56	0.005481	-57
105	0.098153	-57	0.009405	-57
-58	0.025819	-57	0.007293	-58
115	0.018372	116	0.020407	-57
114	0.039255	-57	0.017624	-57
118	0.044897	119	0.03894	-56
117	0.04156	-56	0.011352	-56
121	0.012451	122	0.01057	-55
120	0.01494	-55	0.005669	-55
124	0.048791	125	0.046091	-54
123	0.048241	-54	0.009039	-54
128	0.023711	129	0.023948	-53
127	0.033937	-53	0.010409	-53
126	0.03884	-53	0.011725	-53
-54	0.005654	-53	0.007497	-54
-55	0.03709	-54	0.017456	-55
-56	0.055755	-55	0.038682	-56
-57	0.068691	-56	0.013167	-57
-58	0.062851	-57	0.00991	-58
130	0.262595	131	0.124617	-57
134	0.027941	135	0.019109	-56
133	0.037649	-56	0.01356	-56
142	0.007237	143	0.007147	-55
141	0.005675	-55	0.002268	-55
140	0.006202	-55	0.002142	-55
139	0.012058	-55	0.002311	-55
144	0.002289	145	0.001988	-54
151	0.001574	152	0.002325	-53
150	0.000866	-53	0.001062	-53
149	0.002336	-53	0.001599	-53
148	0.005766	-53	0.0024	-53
147	0.006797	-53	0.001883	-53
146	0.009954	-53	0.001919	-53
-54	0.004621	-53	0.001907	-54
-55	0.002998	-54	0.005616	-55
138	0.056006	-55	0.018593	-55
137	0.031242	-55	0.006612	-55
153	0.009011	154	0.011331	-54
156	0.015181	157	0.012911	-53
158	0.031882	159	0.048932	-52
-53	0.007642	-52	0.016006	-53
160	0.00287	161	0.002125	-52
162	0.00486	163	0.007125	-51
164	0.001521	165	0.001587	-50
166	0.001934	167	0.001967	-49
170	0.000337	171	0.000083	-48
169	0.000501	-48	0.00013	-48
173	0.005543	174	0.000684	-47
172	0.000193	-47	0.000862	-47
-48	0.001485	-47	0.000333	-48
168	0.001462	-48	0.000488	-48
-49	0.002515	-48	0.001489	-49
-50	0.000938	-49	0.001307	-50
-51	0.002618	-50	0.009669	-51
-52	0.007558	-51	0.003275	-52
-53	0.005012	-52	0.018371	-53
155	0.026569	-53	0.005548	-53
-54	0.035018	-53	0.006356	-54
-55	0.006323	-54	0.004373	-55
136	0.041213	-55	0.003548	-55
175	0.032202	176	0.037952	-54
178	0.005738	179	0.006384	-53
181	0.003814	182	0.004074	-52
180	0.019396	-52	0.01546	-52
-53	0.012295	-52	0.006125	-53
183	0.01093	184	0.013455	-52
186	0.002733	187	0.003186	-51
189	0.004794	190	0.003487	-50
